,user,song,play_count,total_play_count,fractional_play_count
28462,f8181f9b3d85fa4ac04c66bc9f84f0ad2a18a777,SOXTTHY12A8C137072,1,787,0.0012706480304955528
11732,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOEYVHS12AB0181D31,1,3661,0.0002731494127287626
22876,17d3104690880b6fbc4e347414c3999fa5df155a,SOYJJRX12A8C137A0F,8,275,0.02909090909090909
434,9acce6b22c8ae6adbd9e0933fb0a374b149e8e88,SOPJLFV12A6701C797,6,83,0.07228915662650602
32885,13a2d690b099bcd3fdd256bd39aa14edadd5db08,SOGCWUH12AC90732B0,18,658,0.02735562310030395
12815,52c79ed4030798e03f90cc2f46de9a92b7537c92,SOWGIBZ12A8C136A2E,1,382,0.002617801047120419
5929,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SODLLYS12A8C13A96B,1,1259,0.0007942811755361397
25921,7d4736c0c05264716e87d7fc825a535e0a01ba6d,SOWNIUS12A8C142815,1,140,0.007142857142857143
2317,a15075a926c1998d91940f118342ba8356efc7d4,SOYMIMI12AB0181E5C,3,512,0.005859375
10260,b0a3d755fe4a6549e241676b0a388e9410749c05,SOPQLBY12A6310E992,9,1076,0.008364312267657992
23948,d2423c01882062ac950909b0ffe96b30e54ab063,SOWMGHQ12A6D4F914D,1,2036,0.0004911591355599214
19647,55874081c91a71d9f7a13cd9e9f1538e23874370,SOLFXKT12AB017E3E0,3,1445,0.0020761245674740486
19346,726da71c2c2ea119119a7957517fccd028d1be76,SOYIWVC12A8AE47F31,1,404,0.0024752475247524753
1635,dc02d3c4fb534ca1406f720c70678e5858a5ca0a,SOVUBST12AB018C9A4,34,971,0.035015447991761074
5075,f6ae5e682750e815c1709ca99138d03b039839d6,SOSLQGG12A6D4F5045,5,1508,0.0033156498673740055
3931,54d07c4eff369f457c7a5d1c0b9b6c48feb949f4,SOYSADG12A8AE47F2C,1,340,0.0029411764705882353
15805,767707cf1a42d06669186ae1fa31ff39427fbf60,SOWEHOM12A6BD4E09E,4,1687,0.0023710729104919974
36157,00fa0c8162aa95341f4da9defede8aae0675d3cc,SOZVCRW12A67ADA0B7,13,600,0.021666666666666667
35967,ec06a94669597cdc8d1360c6a906aa95333326e8,SOPQLBY12A6310E992,1,483,0.002070393374741201
10999,c2d78d260f5bddc3fa2db228bb72ccae6ff7a8e1,SONYKOW12AB01849C9,4,1025,0.003902439024390244
4704,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOYABSZ12A81C1FEAC,9,1585,0.0056782334384858045
15191,736083bd7ecd162effb7668cab6c281945762e85,SOSUZFA12A8C13C04A,1,387,0.002583979328165375
7270,8cb51abc6bf8ea29341cb070fe1e1af5e4c3ffcc,SOXQYSC12A6310E908,2,323,0.006191950464396285
36896,6c6289326f70321f2b3e072daa44819efc55639a,SOTHABI12A58A7DACB,3,698,0.004297994269340974
29242,3bcd2749896db47dec4ea21cbca3494e3c5560c1,SOODSPH12AB01819C3,1,1205,0.0008298755186721991
24829,2be94fe8976330172517c748780600f38ff55c2c,SOUFPNI12A8C142D19,2,1032,0.001937984496124031
34420,99dedd05d478e3aa54b199f4432fcb9907456b34,SOZARJQ12A6D4F66CE,4,498,0.008032128514056224
23571,b80501c77662b97dcf29488faa7ff154a40c8ce6,SOYBHSI12A58A7D58B,2,154,0.012987012987012988
13486,e0892dd1ac13bb10434b026372e7a0d2fae62444,SOXZMNC12A8C135DD5,1,296,0.0033783783783783786
19932,ac4f4bf7db2d60ee8fdb4c382d7cf82ee58a14d4,SOPQLBY12A6310E992,82,1582,0.051833122629582805
20305,a0169cbcc939f1ef5fded0e109f71525936498cc,SOSZESM12AB01810BF,2,459,0.004357298474945534
29830,2b3e60309a89ea57df2f9ffe7dcb5871fcc8bc83,SOSGBJB12A6D4FCDEC,9,153,0.058823529411764705
27706,19546df993c6dd9eb73413e1d7687ae1bdfc9ad1,SOPTLQL12AB018D56F,15,310,0.04838709677419355
37238,35b1d8452b62242a2ded2dc5ea05a0a407023cf7,SOFRQTD12A81C233C0,2,514,0.0038910505836575876
9170,e04a9e4861256079476c25d655d97c1c5603b3cd,SOYFQVR12AB018ACA5,1,419,0.002386634844868735
3075,5e53fe2ce11639e43554127e893dfe3b1b8cb1be,SOYIJIL12A6701F1C1,1,182,0.005494505494505495
29724,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SOXMGFH12A6701FF31,2,970,0.002061855670103093
7576,a58e782566654163015fbeb4f079be0df18d680f,SOWEJXA12A6701C574,2,334,0.005988023952095809
27492,42ac141a65053a2ba02c5380ccf7975022e307a6,SORUFVF12AB018230B,4,378,0.010582010582010581
11484,4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOYIEGB12A6D4F8C07,1,86,0.011627906976744186
18528,bbb4be7912be85f7d1761e4ac80898e67d6488ee,SOKUTUM12A6701D9CD,36,250,0.144
27325,002b63a7e2247de6d62bc62f253474edc7dd044c,SONNSYV12A8C146BEC,2,686,0.0029154518950437317
7604,6a46aee45cc177cf8e2025e59d21c7939902deee,SOSYMSX12A6310DFE2,3,1066,0.0028142589118198874
24514,ba43e2ef9ea08ae36dbb127d9af34b61536219c9,SOUIYDY12A8C141517,1,274,0.0036496350364963502
20037,ab9a997a846341347a3b7a5ba16a049e8e7d2f44,SOQIOXQ12AAF3B2A37,4,1000,0.004
25383,19e3b4d5aecb41ce9906d1587f565eac9c33ba35,SOCVTLJ12A6310F0FD,10,227,0.04405286343612335
27088,ca658ff2092285a3fd7f1ccbc54e10211e184f66,SOKEYJQ12A6D4F6132,1,606,0.0016501650165016502
2814,d8aace9308e530e0f1ef2a85258b62f8245be423,SOIZLKI12A6D4F7B61,1,419,0.002386634844868735
36740,7e543508a213f4f22e0cb54ecf2df9c370070a28,SOUZBUD12A8C13FD8E,1,208,0.004807692307692308
21040,2ae63e708b3763e4808d355fe962b954048d00ce,SONNSYV12A8C146BEC,1,1140,0.0008771929824561404
5385,82b152c09a94dd4f7d4566080a00be441e3efbd9,SOMWCVL12AF729E81A,1,716,0.0013966480446927375
30623,b7c24f770be6b802805ac0e2106624a517643c17,SODCNJX12A6D4F93CB,21,2040,0.010294117647058823
27059,e15e7c10cfd3ffc6e2b2673dcd0981b83c1ff4ae,SONWUZV12AB0180BAD,20,91,0.21978021978021978
2255,a15075a926c1998d91940f118342ba8356efc7d4,SOSNMJN12A58A7A649,10,512,0.01953125
35179,9bf0c40652e96b5178b552d2b296ec69b75a0b26,SOPXKYD12A6D4FA876,5,389,0.012853470437017995
1826,43e241eaa4d079ab2bdbd30231695f5563583af4,SONWUZV12AB0180BAD,1,268,0.0037313432835820895
31971,a403e8052c47447959193e549dc6b609e6724466,SOYBHSI12A58A7D58B,5,212,0.02358490566037736
12916,b1778b357f2e85d96008cd215c89fb15eb27a640,SOXOZIX12AF72A4EA0,2,340,0.0058823529411764705
12070,e1fb00119a9c156392a481c3cab6c732c9027cbe,SOLGPOU12A58A7EA20,1,226,0.004424778761061947
6503,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SOCVTLJ12A6310F0FD,12,792,0.015151515151515152
19987,ab9a997a846341347a3b7a5ba16a049e8e7d2f44,SOIEBXT12A8C1341E1,3,1000,0.003
13432,e0892dd1ac13bb10434b026372e7a0d2fae62444,SONVPTP12A6D4F7A34,1,296,0.0033783783783783786
22421,a2758cfd225f99b0494d98b3e7c65920345f95c8,SOTRSFZ12A8C142BF6,1,125,0.008
15789,767707cf1a42d06669186ae1fa31ff39427fbf60,SOSJRJP12A6D4F826F,1,1687,0.0005927682276229994
22527,b33890c07bdc7497718af93cd00077e644440b49,SOXLKNJ12A58A7E09A,3,357,0.008403361344537815
14113,d04eed168e8e31d9d05cfca98cf08a3abf7bd9f4,SOJKQSF12A6D4F5EE9,12,487,0.024640657084188913
22365,fc77d71ecc8a4c7f4a0402fbe9118973124391fe,SOQAJHW12AB0186004,2,387,0.00516795865633075
17287,6e0a8e9103ad7d68e63d350fbff3386c75613ab2,SOWGIBZ12A8C136A2E,4,686,0.0058309037900874635
27438,002b63a7e2247de6d62bc62f253474edc7dd044c,SOYJPNY12AB01869CC,1,686,0.0014577259475218659
14073,9c2f4ed1abe5902331b5ed313b3bf8fedd009ead,SORUFVF12AB018230B,1,102,0.00980392156862745
31758,90d2fcb1dbe47dc1e9442587e259811a0437a13f,SOXJYJM12A6310D7C1,8,503,0.015904572564612324
10727,3a34be849c7377037ecb43666ca8aa5988197128,SOZCKAG12AB0182BA1,1,96,0.010416666666666666
4741,6b2787bcf47cfea75b734729cdaddd700137ad5a,SOUCPBK12A58A7881A,1,1234,0.0008103727714748784
4553,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOFRQTD12A81C233C0,35,1585,0.022082018927444796
1300,6d625c6557df84b60d90426c0116138b617b9449,SOVIKOY12AB018627D,16,1089,0.014692378328741965
35090,954469357b2434a20c76e940eca93185141b7f9b,SOUJVIT12A8C1451C1,2,307,0.006514657980456026
33835,aec9f74039a6d861551c5e4e0a799a2ec4196c81,SOUCHPA12AB0184B1A,1,381,0.0026246719160104987
11597,db6a78c78c9239aba33861dae7611a6893fb27d5,SOUGCDK12AC95F075F,3,1229,0.0024410089503661514
34691,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOPTLQL12AB018D56F,13,832,0.015625
11697,aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOVJHCB12A8AE4636E,1,790,0.0012658227848101266
19853,0298a31b3535c3a3f972bc0d342cfc207c3cd8a6,SOXEOLH12A6D4F9D37,18,248,0.07258064516129033
6954,b3dd0cfd6801e5af3a1a42acd9055f97c0112ad8,SOJTLHS12A8C13F633,4,1540,0.0025974025974025974
21891,138d73356c23e6e12aa82fb5dc9225428c196464,SOZOIUU12A67ADFA39,2,361,0.00554016620498615
3647,25f83a09541073b1bde62e6e513cb938d3b148de,SOILFUU12AB017C75F,4,1334,0.0029985007496251873
2497,0b19fe0fad7ca85693846f7dad047c449784647e,SOVDLZN12AB0185BEA,4,2177,0.0018373909049150207
28012,1ba976595e1484dfe7d5ce29231922ca1b0dbd27,SOVOHCH12AB0184593,5,148,0.033783783783783786
17999,a820826cfe28ac3da72cf5dbfd7a36633837a03a,SONYKOW12AB01849C9,6,354,0.01694915254237288
3948,71dac99494dd7439a105d14f7597ae706b19c9ed,SOLFXKT12AB017E3E0,3,394,0.007614213197969543
16906,80f383bf5f6581572f6ccac661727956df49f7df,SOXTBGF12A6D4FB49C,1,435,0.0022988505747126436
32153,a18aa09c5b8a1c03d03cdf6d8eb11c2bf5b907cd,SOYIBFQ12A6701C628,5,807,0.006195786864931847
16162,50eed1070306bacbc9e689e157d70dcf1de73154,SOPNLBX12A8C1377D4,2,280,0.007142857142857143
30529,4748dd6561d01b44a5add4c9e1e4282f1578bdcc,SOVGLTY12AF72A39CD,7,1219,0.005742411812961444
1393,330a7b1168a732742b572ba38a186c5b951b7f2d,SOVDSJC12A58A7A271,1,407,0.002457002457002457
27292,002b63a7e2247de6d62bc62f253474edc7dd044c,SOGSAYQ12AB018BA14,1,686,0.0014577259475218659
8513,31cbbdbd5a1a6ef64601dee9144c7c20494452a7,SOXACZF12A6D4FB153,10,1730,0.005780346820809248
21874,138d73356c23e6e12aa82fb5dc9225428c196464,SOXKFRI12A8C137A5F,1,361,0.002770083102493075
30952,1fc2a7f42424249718cc544a0a1036a69d5bc7b8,SOQJLWB12A6701E7B3,1,395,0.002531645569620253
10701,3a34be849c7377037ecb43666ca8aa5988197128,SOSXLTC12AF72A7F54,3,96,0.03125
22926,b85e70839fc5b7fd6efe8e152c9e20021157bea3,SOWGHHQ12A67021878,1,608,0.001644736842105263
35002,c802248ec0f960549720bb9f409fec7264b8b2f9,SOVXBOT12A8C136816,4,563,0.007104795737122558
31778,02471b044e6bdff7c01e1ea2791214268ba5aaf4,SODCNJX12A6D4F93CB,1,362,0.0027624309392265192
16010,119b7c88d58d0c6eb051365c103da5caf817bea6,SOWUZVU12A6D4F914D,2,2477,0.0008074283407347598
14056,42060428606a89dafa75e9311b8e77859766fcb0,SOYRAHL12A6310D821,1,338,0.0029585798816568047
9255,5bd7cd97b85c91408ef0134a3f7b15d84e01a24c,SOWGDDU12AF72A03DA,4,69,0.057971014492753624
25750,1a3da397d1e12c93dfcc4dba418432bee5be3dfe,SOOJJCT12A6310E1C0,4,735,0.005442176870748299
7168,8cb51abc6bf8ea29341cb070fe1e1af5e4c3ffcc,SOPXLWJ12A8C132639,1,323,0.0030959752321981426
15473,80c5812424adf785c62f2746a0de0e0ef0085f08,SOHNOOC12A8C13BF35,3,184,0.016304347826086956
10435,49127655d27dabab3f469bcdd996330fe4f3e210,SOWNIWL12AB017B720,1,1805,0.000554016620498615
16415,62d59a3a252b58415e7aececf237de61535b7d5a,SOUODFE12A58A80347,2,115,0.017391304347826087
25145,2512a3b507a0d6f410b1f7833ad2b989e7234962,SOXQROF12AB0186B1D,2,231,0.008658008658008658
20968,6bfaf522b9bfb59370d8adfa7f6093579502d775,SOWKSFG12A8C13E535,17,765,0.022222222222222223
23731,fd1ebc6caa7ad07c84677ba6bada683077bf0f15,SONEJIJ12AB0185727,1,304,0.003289473684210526
27454,42ac141a65053a2ba02c5380ccf7975022e307a6,SOHNOOC12A8C13BF35,5,378,0.013227513227513227
15734,2b53775d73eb78e9634f7ae41629386ab11bac1f,SOOYDAZ12A58A7AE08,1,660,0.0015151515151515152
5338,e0314b2a3e48610bedb47f4663916170fb6188aa,SOPQQNK12A8C13BF46,1,41,0.024390243902439025
4407,1fbb0f6de552dec6eff67288fbaf3efeae2a2427,SOMGIYR12AB0187973,3,348,0.008620689655172414
20714,99f86869c18bbd4a181e7d61c413d420323a5bf0,SOJTLHS12A8C13F633,2,433,0.004618937644341801
7716,6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOVFBUL12A58A7B498,1,684,0.0014619883040935672
26911,5a52cd6d11b7303292acfde82fe308189c49d829,SOTCDXN12AB01876A1,2,353,0.0056657223796034
18229,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOOWVNN12A8C140775,5,3985,0.0012547051442910915
14394,f99a25251dfd3c44b629c3658bf6c0d0a7a3d0ce,SOUNZHU12A8AE47481,5,709,0.007052186177715092
11886,2a2f776cbac6df64d6cb505e7e834e01684673b6,SOTKNTF12A8C144A0D,1,233,0.004291845493562232
35570,2744a71984cdf296fb94de2b9d5aa0f065ffb1ab,SOJTLHS12A8C13F633,3,1096,0.002737226277372263
23296,738759001498928d8dcb054cd53a1a0cfc200d36,SOLJWIQ12A6D4FA875,6,328,0.018292682926829267
25063,47ea89d3c206dc77960177b663e3a21ae39d28a1,SOVVENS12A8C144DB5,1,195,0.005128205128205128
4965,79a1ba30cec2ee1509f3c2df697916fe901b37e9,SOVXCNA12A58A7881A,2,570,0.0035087719298245615
22274,202bb41761c1a0224eda4810f7473044dc924da9,SOWKXQS12A8C1343A6,18,444,0.04054054054054054
17646,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOPLUOT12A6D4F7AC3,2,1903,0.0010509721492380452
14519,281deab3afccc906251ef67a8eda2b9f9baec459,SOXFPND12AB017C9D1,1,1844,0.0005422993492407809
7506,5a828f20d611efe2d818ca48edf3b792f4e69e66,SOOJJCT12A6310E1C0,3,1190,0.0025210084033613447
17565,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOGPNGN12A8C143969,3,1903,0.0015764582238570678
29675,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SOUFPNI12A8C142D19,1,970,0.0010309278350515464
36638,f02ef1e670319151d2d27f4215fb16a973f7de2f,SOUCPBK12A58A7881A,1,386,0.0025906735751295338
37385,d964fc033291078031d117ed10adfb615948256d,SOTIDKX12A6D4FA7EA,1,164,0.006097560975609756
30086,15b447e75c02e91a9d8ce92fd6f2d1366d07d380,SOWGCMN12A8C136E44,22,288,0.0763888888888889
6619,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SOUSZSW12AB01800C2,1,792,0.0012626262626262627
1908,7e41241058af7545be75fb1e38504520e88a0ceb,SOHTKMO12AB01843B0,1,370,0.002702702702702703
9888,4ae01afa8f2430ea0704d502bc7b57fb52164882,SOAUWYT12A81C206F1,45,1386,0.032467532467532464
5944,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SOGPBAW12A6D4F9F22,2,1259,0.0015885623510722795
1218,6d625c6557df84b60d90426c0116138b617b9449,SOMYECL12A6701D9C8,2,1089,0.0018365472910927456
14982,7acf37b7dd44f5f0016cd9a6c38d3cb6655c6cbb,SOSJRJP12A6D4F826F,1,288,0.003472222222222222
6341,f3825861e5575cf4206f883630754fa30c80721e,SOTODTI12A8C1402D3,1,84,0.011904761904761904
23013,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOPCTBB12AF72A1B64,1,1172,0.0008532423208191126
15089,56092216da5aa5238c745459a32f8b0e25828501,SOSLZXV12A8C1354C9,25,260,0.09615384615384616
31334,83b94f1d1bf5581499cc0738807c8c41f3bf6706,SOOABBO12A6701DFDA,19,267,0.07116104868913857
196,13ce57b3a25ef63fa614335fd838e8024c42ec17,SOOWVNN12A8C140775,2,61,0.03278688524590164
10758,4468ce74671606114d8fe94ebbd928b9e925d049,SORYCIK12AB018535E,33,573,0.05759162303664921
4573,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOISNSU12AC468C0D8,5,1585,0.0031545741324921135
29368,20ecc83aa91f1aa3f08ec0e7c21777f8d85ee7e5,SOKLRPJ12A8C13C3FE,2,482,0.004149377593360996
8681,4552b85a1b315556ad50d4a10942a3e86fc7d72c,SOIBLKQ12AB0183E85,1,1247,0.0008019246190858059
6896,d2396f84238693721349e3dfb9e109bb67b93fca,SOWEJXA12A6701C574,4,7,0.5714285714285714
18364,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOYIBFQ12A6701C628,1,3985,0.0002509410288582183
17336,0bf4f659dff8389645155ecd66457befe81b8b1d,SOSNYHM12A67ADAFC8,4,97,0.041237113402061855
16526,062eef2a03b53d2b10f5018135e3361659c6a3bf,SOUZDWT12B0B80BC62,2,208,0.009615384615384616
6192,d91ca966f809ef4a77999b031c90fcd5253fecc0,SOVWHPM12AB017DABB,22,314,0.07006369426751592
15685,b7b27457acf41d121f029edf004247acad3f4b70,SOWVBDQ12A8C13503D,1,304,0.003289473684210526
5921,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SOBONKR12A58A7A7E0,8,1259,0.006354249404289118
37272,35b1d8452b62242a2ded2dc5ea05a0a407023cf7,SOPQLBY12A6310E992,1,514,0.0019455252918287938
9894,4ae01afa8f2430ea0704d502bc7b57fb52164882,SOFCPOU12A8C13BF40,93,1386,0.0670995670995671
25761,1a3da397d1e12c93dfcc4dba418432bee5be3dfe,SOQTFOR12A6D4F612A,14,735,0.01904761904761905
15902,119b7c88d58d0c6eb051365c103da5caf817bea6,SOOWVNN12A8C140775,8,2477,0.003229713362939039
17856,b609782bb33d01178d485e147022c1c7e5c30550,SOMEUED12A6701DBEA,150,947,0.1583949313621964
37445,38ae280090905f0778dd40727f89de3380fb2625,SOYLDJC12A6701E2FF,1,29,0.034482758620689655
33917,e7775d30ad499fa204257d1246a7f87a6bfcc80f,SOIZFTE12AB0186842,120,789,0.1520912547528517
5243,2b04ee89ef77af7d11abf3077e366d1599656232,SOZHUUI12A6701D7B6,7,83,0.08433734939759036
33427,22f6aae94643c2cea285413068f80274e7f1f75e,SOMGVYU12A8C1314FF,15,1696,0.00884433962264151
28257,44ec3ce6ed442ea08e7872cba62489f5b0ed08ec,SOLZEED12A6D4FA8C9,1,138,0.007246376811594203
29852,2b3e60309a89ea57df2f9ffe7dcb5871fcc8bc83,SOXCEYU12A6D4F3E70,1,153,0.006535947712418301
13387,d6aa929de7dc0b63f1f42bd0aef31906070d03bf,SOQWSHS12A6701C576,2,268,0.007462686567164179
25073,520bb6f7bd2fc51d02f236398acdc5170cc299a8,SODGVGW12AC9075A8D,6,209,0.028708133971291867
12534,a0cce68e115910e1ad80fd1502bab746c74835f5,SOSQIHH12A8C13370B,1,188,0.005319148936170213
1328,6d625c6557df84b60d90426c0116138b617b9449,SOXDQPZ12A8C13F4FC,4,1089,0.0036730945821854912
21030,878f1573ca4769da3bc5f327f2e0b168675b2436,SOPXKYD12A6D4FA876,11,84,0.13095238095238096
13563,786a152a46afcd722fa2c8aa4c11b6858dcf57fc,SONYKOW12AB01849C9,3,400,0.0075
21894,138d73356c23e6e12aa82fb5dc9225428c196464,SOZVCRW12A67ADA0B7,3,361,0.008310249307479225
14097,613081f27b9917e4d0e84639fc02661d809f36e3,SOPZVSB12A8C13E2EF,1,99,0.010101010101010102
3434,952130c8ae0527458c75471812dbb5c506b46d5d,SOUSOOB12A8C13371F,2,307,0.006514657980456026
23779,fd1ebc6caa7ad07c84677ba6bada683077bf0f15,SOUCKDH12A8C138FF5,1,304,0.003289473684210526
5110,f6ae5e682750e815c1709ca99138d03b039839d6,SOVWADY12AB0189C63,3,1508,0.001989389920424403
18781,99259b34141119e5577009ae478cb9bf3f47f34d,SOLRGNF12AB0187CF4,17,311,0.05466237942122187
14584,91cf50e35e3fa924450d86ecae248b7cea113f0b,SOUKMKR12A8C141925,1,257,0.0038910505836575876
8184,46367bcdb3f6eb49bb5822d749d47f28cf91c041,SOWEBRA12A6701F115,1,248,0.004032258064516129
31908,0d54fad06b250c41865f6af5b8d35dd5c5750c75,SOPREHY12AB01815F9,4,666,0.006006006006006006
4243,fc05f377863a77d7784b02de2cc06cdecb85968b,SOPJULC12A6D4F667F,12,239,0.0502092050209205
18050,a820826cfe28ac3da72cf5dbfd7a36633837a03a,SOUXIXD12AF72A1592,1,354,0.002824858757062147
590,b048f21afd5e7467f187bf9f9d413e97c32313a9,SOQLFVE12AB017E74E,2,276,0.007246376811594203
27717,19546df993c6dd9eb73413e1d7687ae1bdfc9ad1,SOYELXR12A8C14153A,2,310,0.0064516129032258064
33634,36bee226881241a38e3c9997cf0c84e2959035e7,SOMNGMO12A6702187E,9,488,0.018442622950819672
32030,c2dbf6f4c32dc36af4d6fadb16cd8b79c64a6aa8,SOUFTBI12AB0183F65,5,824,0.006067961165048544
35363,0fb08af6e4cd85e39f0c939097792a95be3431ee,SOUSMXX12AB0185C24,2,778,0.002570694087403599
5082,f6ae5e682750e815c1709ca99138d03b039839d6,SOSYVNJ12AB01829E8,1,1508,0.000663129973474801
2325,0b19fe0fad7ca85693846f7dad047c449784647e,SOBOUPA12A6D4F81F1,24,2177,0.011024345429490124
10290,b0a3d755fe4a6549e241676b0a388e9410749c05,SOTWSXL12A8C143349,9,1076,0.008364312267657992
26795,9cc487a62c121c4d7d0e2d208c69f1908c347b77,SOREPNQ12A58A7B49E,3,139,0.02158273381294964
35346,0fb08af6e4cd85e39f0c939097792a95be3431ee,SOREBOB12A6D4F7986,1,778,0.0012853470437017994
31618,fe67eae6791418a5a85125145609f518f01efe48,SOTKYBW12A8C13C3EA,18,393,0.04580152671755725
19823,d66c5b1be56e90603867af719662c9ac2efeb9f0,SOUKXIN12A8C133C7F,25,635,0.03937007874015748
10015,20ad98ab543da9ec41c6ac3b6354c5ab3ca6bc5e,SOMGIYR12AB0187973,1,429,0.002331002331002331
30820,b7c24f770be6b802805ac0e2106624a517643c17,SOVIZNF12AF72A710A,28,2040,0.013725490196078431
19707,55874081c91a71d9f7a13cd9e9f1538e23874370,SOSJRJP12A6D4F826F,17,1445,0.011764705882352941
14655,625d0167edbc5df88e9fbebe3fcdd6b121a316bb,SOHTQAS12A6701C7BA,9,597,0.01507537688442211
26822,53e82dff22cb46bba4f61688225505c1456b9e77,SOTNHIP12AB0183131,18,451,0.03991130820399113
27876,ceac6b2713499c25cf217ec915063de66e26a586,SOSLQGG12A6D4F5045,1,398,0.002512562814070352
9385,324de4a258619466993c3bd75f340bc19e82bc62,SOQTPLM12B0B809575,4,139,0.02877697841726619
35657,2744a71984cdf296fb94de2b9d5aa0f065ffb1ab,SOTCDXR12A679D7E5E,2,1096,0.0018248175182481751
6015,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SOPCTBB12AF72A1B64,1,1259,0.0007942811755361397
20658,787520b7886d0044cef96c4582890d05f762f76d,SOSLQQJ12AB017BDCC,12,313,0.038338658146964855
25829,4403518f697ae745538e83317ed66b0f5b09a356,SOQKNEO12A58A78EE7,1,35,0.02857142857142857
1194,6d625c6557df84b60d90426c0116138b617b9449,SOGTDJQ12A8C13324F,3,1089,0.0027548209366391185
29277,3bcd2749896db47dec4ea21cbca3494e3c5560c1,SOSJSSU12A6D4F8F41,17,1205,0.014107883817427386
36145,00fa0c8162aa95341f4da9defede8aae0675d3cc,SOWPRYI12A58A7B51A,7,600,0.011666666666666667
2218,a15075a926c1998d91940f118342ba8356efc7d4,SONNSYV12A8C146BEC,4,512,0.0078125
30271,7e80a4beb851feae1f2c16a2779f0e9ff424647a,SOUMOMJ12A6701DFDC,1,1416,0.0007062146892655367
17612,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOMGVYU12A8C1314FF,1,1903,0.0005254860746190226
34312,99dedd05d478e3aa54b199f4432fcb9907456b34,SOEYVHS12AB0181D31,1,498,0.002008032128514056
33425,22f6aae94643c2cea285413068f80274e7f1f75e,SOMCMKG12A8C1347BF,14,1696,0.008254716981132075
30017,484734ce6667a6a25df23a961d5c5a9458afbfa1,SOWKRSR12A8C13CA37,19,372,0.051075268817204304
28309,bb0c93f971ee41a7bdfedcd9aad701bfadfca5c8,SOHYSXA12AB0186704,3,1494,0.002008032128514056
13219,7d5fe9c4d4e6f93cae8257c3eb582607be33e3a0,SOPUCYA12A8C13A694,10,33,0.30303030303030304
